"","geo_code","time","CAGR","IndName","Direction","IndWeight","Agg_KC","Agg_NC","Agg_OBJ","X","X.1","X.2","X.3","X.4","CAGRcorrdir","meannc","meankc","meanobj"
"86","EU27_2020",2017,1.31959388883032,"3.2.a.2   Vegetables",-1,1,"FoodLoss","FoodLossCascade","Defossilization",NA,NA,NA,NA,NA,-1.31959388883032,-1.28620105451106,-1.28620105451106,1.86767423035113
"87","EU27_2020",2017,1.43896074627614,"3.4.a.2   1000 T of dry matter (Net trade)",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,1.43896074627614,2.2127266035798,2.2127266035798,1.86767423035113
"88","EU27_2020",2017,0.815381516041103,"3.4.a.3   1000 T of dry matter (Net trade)",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,0.815381516041103,2.2127266035798,2.2127266035798,1.86767423035113
"89","EU27_2020",2017,0.211195986414259,"3.4.a.4   energy",-1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,-0.211195986414259,2.2127266035798,2.2127266035798,1.86767423035113
"90","EU27_2020",2017,-0.18089609108678,"3.4.a.4   material",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,-0.18089609108678,2.2127266035798,2.2127266035798,1.86767423035113
"91","EU27_2020",2017,2.393149624713,"3.4.c.1   REN",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,2.393149624713,2.2127266035798,2.2127266035798,1.86767423035113
"92","EU27_2020",2017,3.59894830149492,"3.4.c.1   REN ELC",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,3.59894830149492,2.2127266035798,2.2127266035798,1.86767423035113
"93","EU27_2020",2017,1.98285083524925,"3.4.c.1   REN HEAT CL",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,1.98285083524925,2.2127266035798,2.2127266035798,1.86767423035113
"94","EU27_2020",2017,7.86461388236506,"3.4.c.1   REN TRA",1,1,"ConsumpDemand","ConsumpPatt","Defossilization",NA,NA,NA,NA,NA,7.86461388236506,2.2127266035798,2.2127266035798,1.86767423035113
"95","EU27_2020",2017,0.669320561491582,"4.1.a.3   CRF3",1,1,"Mitigation","ClimChgMitAdapt","Climate",NA,NA,NA,NA,NA,0.669320561491582,0.130133166866412,-1.68887522386139,0.130133166866412
